review,rating,date,bank,source,translated_review,final_translation
"If it shows more transactions, it would be nice. But it's still great app",5,2020-09-12,CBE,A Google user,"If it shows more transactions, it would be nice. But it's still great app","If it shows more transactions, it would be nice. But it's still great app"
Well designed user interface and easy to use! Great app! Good job developers!✔✔✔,5,2020-09-11,CBE,A Google user,Well designed user interface and easy to use! Great app! Good job developers!✔✔✔,Well designed user interface and easy to use! Great app! Good job developers!
I have been using the previous version of this app. My android version is 6.0 but unfortunately this new update support android 7.0 or higher. I don't know why you choose to do that. Most famous app here in google play are still support devices starting from version 4.0. considering most of the users to be from Ethiopia I don't think you will target almost all of the customers with the current lowest version support. Please address this issues we are facing.,2,2020-09-11,CBE,A Google user,I have been using the previous version of this app. My android version is 6.0 but unfortunately this new update support android 7.0 or higher. I don't know why you choose to do that. Most famous app here in google play are still support devices starting from version 4.0. considering most of the users to be from Ethiopia I don't think you will target almost all of the customers with the current lowest version support. Please address this issues we are facing.,I have been using the previous version of this app. My android version is 6.0 but unfortunately this new update support android 7.0 or higher. I don't know why you choose to do that. Most famous app here in google play are still support devices starting from version 4.0. considering most of the users to be from Ethiopia I don't think you will target almost all of the customers with the current lowest version support. Please address this issues we are facing.
It asks an authorization key. I can't get it,2,2020-09-10,CBE,A Google user,It asks an authorization key. I can't get it,It asks an authorization key. I can't get it
I love this new app!,5,2020-09-10,CBE,A Google user,I love this new app!,I love this new app!
Good app,5,2020-09-10,CBE,A Google user,Good app,Good app
"Activation took to much of my time and initial log out was difficult, asking PIN again and again.",3,2020-09-10,CBE,A Google user,"Activation took to much of my time and initial log out was difficult, asking PIN again and again.","Activation took to much of my time and initial log out was difficult, asking PIN again and again."
The interface of the app is great but it's very difficult to see balance and other functions. It's seems no more functional...,1,2020-09-10,CBE,A Google user,The interface of the app is great but it's very difficult to see balance and other functions. It's seems no more functional...,The interface of the app is great but it's very difficult to see balance and other functions. It's seems no more functional...
CBE mobile banking makes life easy.realy it helps in creating cashless society..please make cbe birr apps active as mobile banking too...your call center is too busy...and not found at all..please take corection action on it,5,2020-09-09,CBE,A Google user,CBE mobile banking makes life easy.realy it helps in creating cashless society..please make cbe birr apps active as mobile banking too...your call center is too busy...and not found at all..please take corection action on it,CBE mobile banking makes life easy.realy it helps in creating cashless society..please make cbe birr apps active as mobile banking too...your call center is too busy...and not found at all..please take corection action on it
Great app,5,2020-09-09,CBE,A Google user,Great app,Great app
I cant pass the authorization key how do i find it? Please reply if u know.,1,2020-09-09,CBE,A Google user,I cant pass the authorization key how do i find it? Please reply if u know.,I cant pass the authorization key how do i find it? Please reply if u know.
👍👍👍👍👍,4,2020-09-09,CBE,A Google user,,thumbs up thumbs up thumbs up thumbs up thumbs up
Nice,5,2020-09-09,CBE,A Google user,Nice,Nice
Useless,1,2020-09-09,CBE,A Google user,Useless,Useless
Nicě 😷,5,2020-09-09,CBE,A Google user,Nicě 😷,Nic
The updated version of the app is fabulous; easy to use and customer friendly.,5,2020-09-09,CBE,A Google user,The updated version of the app is fabulous; easy to use and customer friendly.,The updated version of the app is fabulous; easy to use and customer friendly.
"Great app, keep it up. we need more service option to make life easy.",5,2020-09-07,CBE,A Google user,"Great app, keep it up. we need more service option to make life easy.","Great app, keep it up. we need more service option to make life easy."
"It helps a lot,thanks",4,2020-09-07,CBE,A Google user,"It helps a lot,thanks","It helps a lot,thanks"
ወደ ሙባይል የተላከን ገንዘብ መመለሻ የለውም,4,2020-09-06,CBE,A Google user,To the mobile delivery of mobile is no return,
Barely works. My balance never updates and I cant transfer money 90% of the time. The old app was so much better.,1,2020-09-06,CBE,A Google user,Barely works. My balance never updates and I cant transfer money 90% of the time. The old app was so much better.,Barely works. My balance never updates and I cant transfer money 90% of the time. The old app was so much better.
"V,good",5,2020-09-05,CBE,A Google user,"V,good","V,good"
Its so nic app,5,2020-09-05,CBE,A Google user,Its so nic app,Its so nic app
"It only works at the first glance(only after installation and configuration). After that all the transfer options, utilities, top up doesn't work. It just say doesn't sync. Even the balance bord keeps loading and doesn't show the current balance.... Very poor experience ☹️😥.",1,2020-09-04,CBE,A Google user,"It only works at the first glance(only after installation and configuration). After that all the transfer options, utilities, top up doesn't work. It just say doesn't sync. Even the balance bord keeps loading and doesn't show the current balance.... Very poor experience ☹️😥.","It only works at the first glance(only after installation and configuration). After that all the transfer options, utilities, top up doesn't work. It just say doesn't sync. Even the balance bord keeps loading and doesn't show the current balance.... Very poor experience ."
When App Updates it askes to reregistration from the branches,3,2020-09-04,CBE,A Google user,When App Updates it askes to reregistration from the branches,When App Updates it askes to reregistration from the branches
It asks authorization key I'm cofused with it which is the authorization key,2,2020-09-03,CBE,A Google user,It asks authorization key I'm cofused with it which is the authorization key,It asks authorization key I'm cofused with it which is the authorization key
